source,direction,random_seed,alpha_raw,alpha_sigma_proj,direction_norm,sigma_proj_readout,h_readout_harm,h_readout_ben,refusal_rate_harm,refusal_rate_ben,mean_logp_completion_harm,mean_logp_completion_ben,rep_rate_harm,rep_rate_ben,wall_clock_seconds
extension_iter1,random,24,0.803,1.4993774037204057,2.94879150390625,1.5792418718338013,1.0238780115544797,-1.8775473833084106,0.99,0.01,-0.1053157245926559,-0.16952903548255563,0.0,0.0026419910525112087,60.18283653259277
extension_iter1,random,25,0.803,1.4993772824912752,2.948791265487671,1.5792418718338013,1.0596522629261016,-1.8417637598514558,0.99,0.0,-0.10718663029372692,-0.166868480425328,0.0,0.0026441223398087368,58.736685276031494
extension_iter1,random,26,0.803,1.4993772824912752,2.948791265487671,1.5792418718338013,1.0386028611660003,-1.8628594115376473,0.99,0.01,-0.10300259446725249,-0.17060014920309186,0.0,0.0024951868762952676,109.90085482597351
extension_iter1,random,27,0.803,1.499377161262145,2.948791027069092,1.5792418718338013,1.0404820176959038,-1.8609934221208095,0.99,0.0,-0.10493489537388086,-0.1690691928192973,0.0,0.00301950038641966,87.53234004974365
extension_iter1,random,28,0.803,1.499377161262145,2.948791027069092,1.5792418718338013,1.0562856030464172,-1.8451921199262142,0.99,0.01,-0.10642788872122765,-0.16703283090144397,0.0,0.0027869794826658797,60.51630163192749
extension_iter1,random,29,0.803,1.4993770400330142,2.9487907886505127,1.5792418718338013,1.0627009230852127,-1.8387505680322647,0.99,0.0,-0.10709323100745678,-0.16640712914988398,0.0,0.0026441223398087368,61.61272311210632
extension_iter1,random,3,0.803,1.4993775249495365,2.948791742324829,1.5792418718338013,1.0678127440810203,-1.8336445312201977,0.99,0.01,-0.10514718100428581,-0.16788009952753782,0.0,0.0030173690991221326,147.8179612159729
extension_iter1,random,4,0.803,1.4993774037204057,2.94879150390625,1.5792418718338013,1.0901042202115059,-1.8113522101938724,0.99,0.01,-0.10409864574670792,-0.1683765222877264,0.0,0.002576192628533897,61.93117380142212
extension_iter1,random,5,0.803,1.499377161262145,2.948791027069092,1.5792418718338013,1.094965226650238,-1.8064828996360303,0.99,0.01,-0.10380016561597585,-0.16808095589280128,0.0,0.0026322175779039747,62.261481285095215
extension_iter1,random,6,0.803,1.4993774037204057,2.94879150390625,1.5792418718338013,1.1179490533471108,-1.7834608992934227,0.99,0.01,-0.10208335969597102,-0.16720010083168746,0.0,0.0029223832093739546,73.17774105072021
extension_iter1,random,7,0.803,1.4993772824912752,2.948791265487671,1.5792418718338013,1.0634989583492278,-1.8379396376013757,0.99,0.0,-0.10568822341039777,-0.16940288931131364,0.0,0.002648578667794477,130.58252501487732
extension_iter1,random,8,0.803,1.499377161262145,2.948791027069092,1.5792418718338013,1.146642255485058,-1.7548417273163794,0.99,0.0,-0.1021008600667119,-0.1680457167699933,0.0,0.0027869794826658797,62.251190423965454
extension_iter1,random,9,0.803,1.4993772824912752,2.948791265487671,1.5792418718338013,1.0174608889222145,-1.8839544786512852,0.99,0.01,-0.10548318937420845,-0.17050516247749328,0.0,0.0027774556731420697,63.10442090034485
extension_iter1,random,0,1.607,3.0006220271216586,2.94879150390625,1.5792418718338013,1.053167052268982,-1.8482378499209882,0.99,0.01,-0.10402083193883299,-0.16574718441814185,0.0003278688524590164,0.0027211810586885675,87.45574498176575
extension_iter1,random,1,1.607,3.0006220271216586,2.94879150390625,1.5792418718338013,1.099710694849491,-1.801705307662487,0.99,0.0,-0.10398471748456359,-0.16584036119282244,0.0,0.0020558870456910895,89.53659057617188
extension_iter1,random,10,1.607,3.000621299293965,2.9487907886505127,1.5792418718338013,1.112700357735157,-1.7887071698904038,0.99,0.01,-0.10413972340524197,-0.16930360436439515,0.0,0.0020558870456910895,58.362892389297485
extension_iter1,random,11,1.607,3.0006215419031963,2.948791027069092,1.5792418718338013,1.1289650046825408,-1.772526960223913,0.99,0.0,-0.10391383679583668,-0.16823682496324183,0.0,0.0027869794826658797,96.89108562469482
extension_iter1,random,12,1.607,3.0006220271216586,2.94879150390625,1.5792418718338013,0.9995397979021072,-1.901895544975996,0.99,0.0,-0.10050022413954139,-0.16769490972161294,0.0,0.0023362792025538345,133.05649280548096
extension_iter1,random,13,1.607,3.0006215419031963,2.948791027069092,1.5792418718338013,0.9417968007922173,-1.9596281372010709,0.99,0.01,-0.10598152328282595,-0.16814404396340252,0.0,0.002345803012077644,87.4673900604248
extension_iter1,random,14,1.607,3.0006215419031963,2.948791027069092,1.5792418718338013,1.0552972766757012,-1.8461278776824475,0.99,0.01,-0.10543891027569771,-0.16735632034018635,0.0,0.0027869794826658797,59.28074097633362
extension_iter1,random,15,1.607,3.0006215419031963,2.948791027069092,1.5792418718338013,1.070754233598709,-1.8306401692330838,0.99,0.01,-0.10625256145372987,-0.1656358270533383,0.0,0.00301950038641966,86.54016065597534
extension_iter1,random,16,1.607,3.000621299293965,2.9487907886505127,1.5792418718338013,1.046943354010582,-1.8545267374813557,0.99,0.01,-0.10300429791212082,-0.16570287911221385,0.0,0.002872441562890248,77.84516859054565
extension_iter1,random,17,1.607,3.0006215419031963,2.948791027069092,1.5792418718338013,1.0302147230505942,-1.871233346760273,0.99,0.0,-0.10013000385835767,-0.1682341318950057,0.0,0.002345803012077644,88.42855501174927
extension_iter1,random,18,1.607,3.0006215419031963,2.948791027069092,1.5792418718338013,1.0605194908380509,-1.840906965881586,0.99,0.0,-0.10195450706407427,-0.1700844688527286,0.0003278688524590164,0.0027753243858445425,62.67615103721619
extension_iter1,random,19,1.607,3.0006215419031963,2.948791027069092,1.5792418718338013,1.0814241853356361,-1.8199985052645207,0.99,0.0,-0.10385343872010708,-0.167166563924402,0.0,0.0020558870456910895,80.64143013954163
extension_iter1,random,2,1.607,3.0006217845124277,2.948791265487671,1.5792418718338013,1.0440178909897804,-1.8574885000288486,0.99,0.01,-0.10636814007535576,-0.1682696317881346,0.0,0.0026399206591364677,59.79404902458191
extension_iter1,random,20,1.607,3.0006220271216586,2.94879150390625,1.5792418718338013,1.0632095035910607,-1.8382573020458222,0.99,0.01,-0.10940757667645812,-0.1703511531278491,0.0,0.0030161871208149106,82.47147393226624
extension_iter1,random,21,1.607,3.0006220271216586,2.94879150390625,1.5792418718338013,1.0505344691872596,-1.850912529528141,0.99,0.0,-0.10308952845633029,-0.16757378535345197,0.0,0.002189220379024423,123.34405159950256
extension_iter1,random,22,1.607,3.000621299293965,2.9487907886505127,1.5792418718338013,1.0858195805549622,-1.815661141872406,0.99,0.01,-0.10339117787778378,-0.16662313489243388,0.0,0.0029195987275469305,87.12804913520813
extension_iter1,random,23,1.607,3.0006220271216586,2.94879150390625,1.5792418718338013,1.1044506049156189,-1.7970135894417762,0.99,0.01,-0.10567215293645858,-0.16928553810343147,0.0,0.0026441223398087368,123.32608723640442
extension_iter1,random,24,1.607,3.0006220271216586,2.94879150390625,1.5792418718338013,0.9839220961928368,-1.9175400768220425,0.99,0.01,-0.10512988742440939,-0.1693220282718539,0.0,0.0023478734054523855,88.57415747642517
extension_iter1,random,25,1.607,3.0006217845124277,2.948791265487671,1.5792418718338013,1.0553185954689979,-1.8461076426506042,0.99,0.0,-0.10769667373970152,-0.16469069039449097,0.0,0.0022008145819229735,122.08060574531555
extension_iter1,random,26,1.607,3.0006217845124277,2.948791265487671,1.5792418718338013,1.013496337980032,-1.8879992067813873,0.99,0.01,-0.10362576005980373,-0.16738331982865928,0.0,0.0024791363454109774,87.42478251457214
extension_iter1,random,27,1.607,3.0006215419031963,2.948791027069092,1.5792418718338013,1.0171428644657134,-1.8843142227828502,0.99,0.0,-0.10654305947944522,-0.1676867737993598,0.0,0.00301950038641966,91.95800232887268
extension_iter1,random,28,1.607,3.0006215419031963,2.948791027069092,1.5792418718338013,1.0488873374462129,-1.8525486847758292,0.99,0.01,-0.10997923079878091,-0.17061047529801726,0.0,0.0027869794826658797,87.46522665023804
extension_iter1,random,29,1.607,3.000621299293965,2.9487907886505127,1.5792418718338013,1.0616596701741219,-1.8397502821683884,0.99,0.0,-0.10809568902477622,-0.1670430817641318,0.0,0.002497063516279325,131.5021252632141
extension_iter1,random,3,1.607,3.00062226973089,2.948791742324829,1.5792418718338013,1.0720569816231729,-1.829403624534607,0.99,0.01,-0.10334393329918384,-0.16997098855674267,0.0,0.0031464141656299743,63.545790910720825
extension_iter1,random,4,1.607,3.0006220271216586,2.94879150390625,1.5792418718338013,1.1164932283759117,-1.7849902050197124,0.99,0.01,-0.10366879928857088,-0.16668975476175546,0.0,0.002431265092302013,105.47972774505615
extension_iter1,random,5,1.607,3.0006215419031963,2.948791027069092,1.5792418718338013,1.1262766379117966,-1.7751521292328833,0.99,0.0,-0.1038559254258871,-0.1694469191133976,0.0,0.0027668488952196334,87.40847992897034
extension_iter1,random,6,1.607,3.0006220271216586,2.94879150390625,1.5792418718338013,1.1719305580854416,-1.7295272773504258,0.99,0.0,-0.10244633385911583,-0.1670497327297926,0.0,0.0030615380197616415,58.716530084609985
extension_iter1,random,7,1.607,3.0006217845124277,2.948791265487671,1.5792418718338013,1.0630511114001273,-1.8383999176323413,0.99,0.0,-0.10552816117182375,-0.16901635561138392,0.0,0.003071113879062082,95.7656614780426
extension_iter1,random,8,1.607,3.0006215419031963,2.948791027069092,1.5792418718338013,1.2296441829204559,-1.6718198079615831,0.99,0.01,-0.10316941415891051,-0.16723104113712906,0.0,0.0023362792025538345,112.57803988456726
extension_iter1,random,9,1.607,3.0006217845124277,2.948791265487671,1.5792418718338013,0.970899253487587,-1.93056961491704,0.99,0.01,-0.10265855235978961,-0.1710625869035721,0.0,0.0027737533406726146,88.19921350479126
extension_iter1,swap,,-0.056,-0.1314765821326227,3.707737922668457,1.5792418718338013,1.0276728567481042,-1.8737622156739235,0.99,0.01,-0.10522200694307685,-0.17201443124562502,0.0,0.0027890498760406207,66.17418813705444
extension_iter1,swap,,-0.189,-0.4437334646976016,3.707737922668457,1.5792418718338013,0.9415619319677353,-1.9599494090676308,0.99,0.01,-0.10612727854400873,-0.16910653278231622,0.0,0.0027890498760406207,140.55593705177307
extension_iter1,swap,,-0.566,-1.3288525979832937,3.707737922668457,1.5792418718338013,0.6979440896213055,-2.2035164549946784,0.99,0.0,-0.10891568684950471,-0.16790703115984798,0.0,0.0027890498760406207,94.16599321365356
extension_iter1,swap,,0.056,0.1314765821326227,3.707737922668457,1.5792418718338013,1.0998307672142982,-1.80165555909276,0.99,0.01,-0.10513795228675007,-0.17082970697432756,0.0,0.0026441223398087368,61.909788370132446
extension_iter1,swap,,0.189,0.4437334646976016,3.707737922668457,1.5792418718338013,1.1859325301647186,-1.7154621721804142,0.99,0.01,-0.10305451398715376,-0.16908850695937871,0.0003278688524590164,0.0026441223398087368,88.71631693840027
extension_iter1,swap,,0.566,1.3288525979832937,3.707737922668457,1.5792418718338013,1.4295739883184433,-1.4718848967552185,0.99,0.01,-0.10103423723950983,-0.16975932903587818,0.0,0.0030909694578887315,141.97290992736816
