P0AEM0	P0A9K9
P16433	P16433
P16433	P0AFC7
P0ADC3	P0ADC3
P0AFX4	P0AFX4
P16685	P16685
P0C0L9	P0C0L9
P0AFG0	P0AFG0
P52045	P52045
P26281	P26281
P0AD89	P0AD89
P03012	P03012
P0AE95	P0AE95
P0AE98	P0AE98
P24244	P24244
P69824	P69824
P0A9N0	P0A9N0
P06627	P06627
P0AAB2	P0AAB2
P0AEQ3	P0AEQ3
P37652	P37652
P41443	P41443
P64638	P64638
P30128	P30128
P09163	P09163
P0A8P3	P0A8P3
P32676	P32676
P32676	P69808
P67087	P67087
P0A7P5	P0A7P5
P0A6W5	P0A6W5
P0ABM5	P0ABM5
P04128	P04128
P0ACI0	P0ACI0
P0ACI0	P0ACH5
P0ACI0	P0A9E2
P0A9I8	P0A9I8
P0ABE2	P0ABE2
P0AE60	P0AE60
P0AC59	P0AC59
P26649	P26649
A5A618	A5A618
P0AEL6	P0AEL6
P0ABL8	P0ABL8
P0ABZ6	P0ABZ6
P0ABZ6	P0A9L5
P0ADY7	P0ADY7
P0AE06	P0AE06
P0AE16	P0AE16
P0ADV1	P0ADV1
P0AF93	P0AF93
P0AFC3	P0AFC3
P0AFD6	P0AFD6
P0AFE0	P0AFE0
P0AEV9	P0AEV9
P0AFL3	P0AFL3
P0AFL3	P23869
P0AAT6	P0AAT6
P0AG11	P0AG11
P0AGC3	P0AGC3
P21693	P21693
P23862	P23862
P10443	P10443
P25522	P25522
P30176	P30176
P31133	P31133
P31133	P0AFK9
P32170	P32170
P33219	P33219
P37613	P37613
P36979	P36979
P39286	P39286
P37690	P37690
P40711	P40711
P37329	P37329
P60438	P60438
P55734	P55734
P63386	P63386
P63386	P0A9V1
P64423	P64423
P68679	P68679
P68919	P68919
P69428	P69428
P69411	P69411
P64604	P64604
P69786	P69786
P76558	P76558
P63284	P63284
P63284	P0ABH9
P77044	P77044
P76045	P76045
P02413	P02413
P02924	P02924
P08190	P08190
P77399	P77399
P0A8H8	P0A8H8
P0A881	P0A881
P78055	P78055
P0ABM1	P0ABM1
P0ABS8	P0ABS8
P0AF98	P0AF98
P0ACU2	P0ACU2
P0AFW4	P0AFW4
P24255	P24255
P28224	P28224
P31697	P31697
P0ABA6	P0ABA6
P69222	P69222
P37657	P37657
P76256	P76256
P36675	P36675
Q2EES9	Q2EES9
Q47140	Q47140
P08189	P08189
P0A734	P0A734
P0A7F3	P0A7F3
P0A8U6	P0A8U6
P0AAI9	P0AAI9
P0ABA4	P0ABA4
P0ABA0	P0ABA0
P0AD03	P0AD03
P0AG44	P0AG44
P0AG51	P0AG51
P0AEB5	P0AEB5
P10442	P10442
P16431	P16431
P24251	P24251
P28304	P28304
P17315	P17315
P29208	P29208
P0AEA2	P0AEA2
P22524	P22524
P37651	P37651
P75958	P75958
P02359	P02359
P02925	P02925
P04395	P04395
P03959	P03959
P06968	P06968
P04993	P04993
P09148	P09148
P00968	P00968
P09980	P09980
P03023	P03023
P0A6D0	P0A6D0
P0A6G7	P0A6G7
P08191	P08191
P0A6U3	P0A6U3
P0A7G2	P0A7G2
P0A7K2	P0A7K2
P0A7R9	P0A7R9
P0A7T7	P0A7T7
P0A7V3	P0A7V3
P0A7S3	P0A7S3
P0A884	P0A884
P0A7Z4	P0A7Z4
P0A894	P0A894
P0A7R1	P0A7R1
P0A7N4	P0A7N4
P0A8W0	P0A8W0
P0A8Q0	P0A8Q0
P0A9Q5	P0A9Q5
P0AA10	P0AA10
P0A9X9	P0A9X9
P0A9Q7	P0A9Q7
P0A9W3	P0A9W3
P0A9W3	P07821
P0A9H3	P0A9H3
P0A9H3	P52095
P0AAM3	P0AAM3
P0ABD3	P0ABD3
P0ABD8	P0ABD8
P0ABJ9	P0ABJ9
P0ABJ9	P26459
P0ABC7	P0ABC7
P0AA25	P0AA25
P0A9M0	P0A9M0
P0AC69	P0AC69
P0AC30	P0AC30
P0ACG8	P0ACG8
P0ACB0	P0ACB0
P0AEE5	P0AEE5
P0ABU7	P0ABU7
P0ABU7	P0ABU9
P0AD65	P0AD65
P0AE72	P0AE72
P0AER0	P0AER0
P0AE67	P0AE67
P0AET2	P0AET2
P0AF61	P0AF61
P0AFD1	P0AFD1
P0AFE4	P0AFE4
P0AES9	P0AES9
P0AFY6	P0AFY6
P0AEJ2	P0AEJ2
P0AG90	P0AG90
P0AES4	P0AES4
P0AGF2	P0AGF2
P0AGA2	P0AGA2
P13000	P13000
P0C0S1	P0C0S1
P22259	P22259
P16686	P16686
P0AG96	P0AG96
P24177	P24177
P24177	P37637
P25519	P25519
P27838	P27838
P33599	P33599
P33602	P33602
P21179	P21179
P37330	P37330
P56100	P56100
P60422	P60422
P60723	P60723
P62399	P62399
P60785	P60785
P31473	P31473
P69805	P69805
P75830	P75830
P69924	P69924
P00579	P00579
P00579	P13445
Q46927	Q46927
P04079	P04079
P04693	P04693
P04693	P00509
P05852	P05852
P06722	P06722
P03960	P03960
P02942	P02942
P0A717	P0A717
P0A6K1	P0A6K1
P0A7B5	P0A7B5
P0A7E5	P0A7E5
P0A953	P0A953
P0A9B2	P0A9B2
P0A853	P0A853
P0AB77	P0AB77
P0ABD5	P0ABD5
P0ABG7	P0ABG7
P0AB83	P0AB83
P0ABJ1	P0ABJ1
P0ABJ3	P0ABJ3
P0ABJ6	P0ABJ6
P0AC23	P0AC23
P0ABR9	P0ABR9
P0AB71	P0AB71
P0AC98	P0AC98
P0ACE3	P0ACE3
P0ACJ8	P0ACJ8
P0ADY3	P0ADY3
P0ADZ4	P0ADZ4
P0A9C5	P0A9C5
P0AET8	P0AET8
P0AE18	P0AE18
P0AEF0	P0AEF0
P0AG59	P0AG59
P0AFV4	P0AFV4
P0ABS1	P0ABS1
P0AGB3	P0AGB3
P0C079	P0C079
P0AFW0	P0AFW0
P12295	P12295
P13738	P13738
P16687	P16687
P0AG86	P0AG86
P23827	P23827
P23857	P23857
P24182	P24182
P15005	P15005
P27278	P27278
P17109	P17109
P30748	P30748
P32099	P32099
P39276	P39276
P31554	P31554
P38038	P38038
P42641	P42641
P64467	P64467
P60932	P60932
P68699	P68699
P69783	P69783
P64602	P64602
P69797	P69797
P77788	P77788
P77788	P08337
Q46864	Q46864
P76129	P76129
P00914	P00914
P00959	P00959
P76503	P76503
P03007	P03007
P04036	P04036
P00452	P00452
P06721	P06721
P02919	P02919
P06983	P06983
P06996	P06996
P06996	P02931
P06996	P02932
P07648	P07648
P07822	P07822
P07862	P07862
P08373	P08373
P08179	P08179
P07001	P07001
P0A6C1	P0A6C1
P07363	P07363
P0A6H5	P0A6H5
P0A705	P0A705
P0A705	P0CE47
P0A707	P0A707
P0A796	P0A796
P0A7A9	P0A7A9
P0A7D4	P0A7D4
P0A7E3	P0A7E3
P0A7K6	P0A7K6
P0A7V8	P0A7V8
P0A7X3	P0A7X3
P0A6V1	P0A6V1
P0A836	P0A836
P0A8V2	P0A8V2
P0A8G9	P0A8G9
P0A8J2	P0A8J2
P0A937	P0A937
P0A8I1	P0A8I1
P0A910	P0A910
P0A9Z1	P0A9Z1
P0ABQ4	P0ABQ4
P0A9G4	P0A9G4
P0A9M2	P0A9M2
P0AC13	P0AC13
P0AC92	P0AC92
P0AAS7	P0AAS7
P0A917	P0A917
P0AEL3	P0AEL3
P0ACX3	P0ACX3
P37590	P37590
P52127	P52127
P23839	P23839
P76372	P76372
P0A8J4	P0A8J4
P0AFS7	P0AFS7
P0ADJ5	P0ADJ5
P19931	P19931
P30130	P30130
P0AFH8	P0AFH8
P64496	P64496
P0ADJ3	P0ADJ3
P0AAN1	P0AAN1
P0ABR1	P0ABR1
P15006	P15006
P0AE48	P0AE48
P0AFW8	P0AFW8
P46122	P46122
P76402	P76402
Q6BF25	Q6BF25
P0AA31	P0AA31
P0AD24	P0AD24
P41039	P41039
P41039	P41065
P65294	P65294
P52141	P52141
P08245	P08245
P25738	P25738
P33354	P33354
P68206	P68206
P32162	P32162
P76575	P76575
P13979	P13979
Q46919	Q46919
P0AD21	P0AD21
P76156	P76156
P0AB46	P0AB46
P0AAN5	P0AAN5
P39264	P39264
P0AF50	P0AF50
P52644	P52644
P75677	P75677
P0A850	P0A850
P0ABV2	P0ABV2
P0ACC7	P0ACC7
P0ACE7	P0ACE7
P0ADZ0	P0ADZ0
P0AD61	P0AD61
P0AES2	P0AES2
P0ABB4	P0ABB4
P0ADG4	P0ADG4
P0AFD4	P0AFD4
P0AFE8	P0AFE8
P0AFF0	P0AFF0
P0AEX9	P0AEX9
P0AF16	P0AF16
P0AG55	P0AG55
P0AG63	P0AG63
P0AG93	P0AG93
P0AFG3	P0AFG3
P0AFX0	P0AFX0
P0AFX0	P0AD49
P0C018	P0C018
P0DMC7	P0DMC7
P0AGB6	P0AGB6
P11880	P11880
P12995	P12995
P10121	P10121
P10121	P0AGD7
P15723	P15723
P17117	P17117
P22106	P22106
P23895	P23895
P10408	P10408
P29018	P29018
P25714	P25714
P33195	P33195
P33221	P33221
P37653	P37653
P38054	P38054
P52126	P52126
P61175	P61175
P60752	P60752
P60752	P23886
P45748	P45748
P62552	P62552
P64606	P64606
P69801	P69801
P64596	P64596
P68688	P68688
P68688	P0AC62
P69441	P69441
P69791	P69791
P68398	P68398
P69913	P69913
P76272	P76272
P76272	P43671
P60240	P60240
P61316	P61316
P77455	P77455
P76594	P76594
O32583	O32583
P00634	P00634
P04994	P04994
P00363	P00363
P02943	P02943
P00962	P00962
P77335	P77335
P02930	P02930
P0A6Q3	P0A6Q3
P0A6X7	P0A6X7
P0A6X7	P0A6Y1
P08200	P08200
P0A6F1	P0A6F1
P0A7J7	P0A7J7
P0A7L0	P0A7L0
P0A7L3	P0A7L3
P0A7M6	P0A7M6
P0A6P5	P0A6P5
P0A7T3	P0A7T3
P0A7U7	P0A7U7
P0A7W1	P0A7W1
P0A800	P0A800
P0A7R5	P0A7R5
P0A744	P0A744
P0A6D3	P0A6D3
P0A6I6	P0A6I6
P0A858	P0A858
P0A821	P0A821
P0A890	P0A890
P0A7M2	P0A7M2
P0A7Y4	P0A7Y4
P0A7J3	P0A7J3
P0A9P4	P0A9P4
P0AB58	P0AB58
P0A870	P0A870
P0ABK2	P0ABK2
P0ABK2	P26458
P0AA04	P0AA04
P0ABN1	P0ABN1
P0AAW9	P0AAW9
P0ABF6	P0ABF6
P0AAI3	P0AAI3
P0ACP7	P0ACP7
P0ABB0	P0ABB0
