position,layer,auroc_harmfulness,auroc_refusal
t_post_instr-1,13,1.0,1.0
t_post_instr-1,14,1.0,1.0
t_post_instr-1,15,1.0,1.0
t_post_instr-1,16,1.0,1.0
t_post_instr-1,17,1.0,1.0
t_post_instr-1,18,1.0,1.0
t_post_instr-1,19,1.0,1.0
t_post_instr-1,20,1.0,1.0
t_post_instr-1,21,1.0,1.0
t_post_instr-1,22,1.0,1.0
t_post_instr-1,23,1.0,1.0
t_post_instr-1,24,1.0,1.0
t_post_instr-1,25,1.0,1.0
t_post_instr-1,26,1.0,1.0
t_post_instr-1,27,1.0,1.0
t_post_instr-1,28,1.0,1.0
t_post_instr-1,29,1.0,1.0
t_post_instr-1,30,1.0,1.0
t_post_instr-1,31,1.0,1.0
t_post_instr-1,32,1.0,1.0
t_post_instr,0,0.5,0.5
t_post_instr,1,0.9826183431952662,0.9826183431952662
t_post_instr,2,0.9873335798816568,0.9873335798816568
t_post_instr,3,0.9901997041420119,0.9901997041420119
t_post_instr,4,0.9900147928994083,0.9900147928994083
t_post_instr,5,0.993805473372781,0.993805473372781
t_post_instr,6,0.9972263313609467,0.9972263313609467
t_post_instr,7,0.999167899408284,0.999167899408284
t_post_instr,8,0.9995377218934911,0.9995377218934911
t_post_instr,9,0.9999075443786982,0.9999075443786982
t_post_instr,10,1.0,1.0
t_post_instr,11,1.0,1.0
t_post_instr,12,1.0,1.0
t_post_instr,13,1.0,1.0
t_post_instr,14,1.0,1.0
t_post_instr,15,1.0,1.0
t_post_instr,16,1.0,1.0
t_post_instr,17,1.0,1.0
t_post_instr,18,1.0,1.0
t_post_instr,19,1.0,1.0
t_post_instr,20,1.0,1.0
t_post_instr,21,1.0,1.0
t_post_instr,22,1.0,1.0
t_post_instr,23,1.0,1.0
t_post_instr,24,1.0,1.0
t_post_instr,25,1.0,1.0
t_post_instr,26,1.0,1.0
t_post_instr,27,1.0,1.0
t_post_instr,28,1.0,1.0
t_post_instr,29,1.0,1.0
t_post_instr,30,1.0,1.0
t_post_instr,31,1.0,1.0
t_post_instr,32,1.0,1.0
